id,name,description,citation_uri,child_ids/0,child_ids/1,child_ids/2,child_ids/3,child_ids/4,child_ids/5,child_ids/6,child_ids/7,child_ids/8,restrictions/0,child_ids/9,child_ids/10,child_ids/11,child_ids/12,positive_examples/0,positive_examples/1,positive_examples/2,positive_examples/3,positive_examples/4,positive_examples/5,positive_examples/6,positive_examples/7,positive_examples/8,positive_examples/9,positive_examples/10,positive_examples/11,positive_examples/12,child_ids/13,child_ids/14,child_ids/15,child_ids/16,child_ids/17,child_ids/18,child_ids/19,child_ids/20,child_ids/21,child_ids/22,child_ids/23,child_ids/24,restrictions/1,child_ids/25,child_ids/26
/m/04229,Jet engine,The sound of an internal combustion airbreathing engine that generates thrust by discharging a fast-moving jet of gas. Jet aircraft use such engines for long-distance travel.,http://en.wikipedia.org/wiki/Jet_engine,,,,,,,,,,,,,,,youtu.be/8IgKdVZ363c?start=30&end=40,youtu.be/cPCbqyGC0-w?start=330&end=340,youtu.be/ObFke2ZOH2g?start=130&end=140,youtu.be/dENOlUJG-xI?start=160&end=170,youtu.be/QXZBL0TQAdI?start=30&end=40,youtu.be/pXDNMv9t990?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,
/m/02l6bg,"Propeller, airscrew",The sound of an aircraft propulsion system that converts rotary motion from an engine via a rotating set of blades into forward thrust through the air.,http://en.wikipedia.org/wiki/Propeller_(aeronautics),,,,,,,,,,,,,,,youtu.be/1ag_IA2r_Ig?start=10&end=20,youtu.be/sJwx1lnXXts?start=120&end=130,youtu.be/n7FIIQPIbPg?start=310&end=320,youtu.be/CuF4tcbKVpM?start=120&end=130,youtu.be/rXNzfRo9BXU?start=140&end=150,,,,,,,,,,,,,,,,,,,,,,,
/m/09ct_,Helicopter,"Sounds of a type of rotorcraft in which lift and thrust are supplied by rotors. This allows the helicopter to take off and land vertically, to hover, and to fly forward, backward, and laterally.",http://en.wikipedia.org/wiki/Helicopter,,,,,,,,,,,,,,,youtu.be/xpZpYRkr43g?start=110&end=120,youtu.be/W1713WwiTSA?start=10&end=20,youtu.be/ALdPf99u3s4?start=390&end=400,youtu.be/2F9iORblSyw?start=150&end=160,youtu.be/vuucKdxP4Ko?start=20&end=30,youtu.be/yQwe8tQ9nNY?start=100&end=110,youtu.be/6pzE3TgR2u8?start=20&end=30,youtu.be/EoPk7WTZ_GY?start=470&end=480,youtu.be/ZLJMgS5ysaQ?start=30&end=40,,,,,,,,,,,,,,,,,,,
/m/0cmf2,"Fixed-wing aircraft, airplane",Sounds of an aircraft capable of flight using wings that generate lift caused by the vehicle's forward airspeed and the shape of the wings.,http://en.wikipedia.org/wiki/Fixed-wing_aircraft,,,,,,,,,,,,,,,youtu.be/Gv7ZFYKFmqg?start=130&end=140,youtu.be/8voZhq4ZUdw?start=60&end=70,youtu.be/Ie2KkAvU1zU?start=130&end=140,youtu.be/8vIButnIMp4?start=30&end=40,youtu.be/ghcZErZzTPI?start=10&end=20,youtu.be/t6-3INu2258?start=90&end=100,youtu.be/j9N_Q9EXFP0?start=23&end=33,youtu.be/XGammZXc2Eo?start=30&end=40,,,,,,,,,,,,,,,,,,,,
/t/dd00061,Non-motorized land vehicle,Sounds of human-powered vehicles used on roads or elsewhere on land.,,/m/0199g,/m/06_fw,,,,,,,,,,,,,youtu.be/Dv-Ey9Na0C8?start=4&end=14,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0199g,Bicycle,"Sounds of a human-powered, pedal-driven vehicle, having two wheels attached to a frame, one behind the other.",http://en.wikipedia.org/wiki/Bicycle,/m/0gy1t2s,,,,,,,,,,,,,,youtu.be/Cg5sZo1W_EI?start=190&end=200,youtu.be/FPi-h5oLFbw?start=410&end=420,youtu.be/m3SxgaD4vGw?start=30&end=40,youtu.be/DkjX3KtPHCk?start=60&end=70,youtu.be/JqrYxQ6_eak?start=480&end=490,youtu.be/8nfOPcwObls?start=70&end=80,youtu.be/6SFinhyJaCs?start=30&end=40,,,,,,,,,,,,,,,,,,,,,
/m/06_fw,Skateboard,"Sounds of a type of sports equipment consisting of a board mounted on two pairs of wheels. A skateboard is typically propelled by pushing with one foot while the other remains on the board, or by simply standing on the deck while on a downward slope and allowing gravity to propel the board and rider.",http://en.wikipedia.org/wiki/Skateboard,,,,,,,,,,,,,,,youtu.be/ja4EA1MiDs8?start=130&end=140,youtu.be/4mLv61JADOQ?start=40&end=50,youtu.be/kwQQSiYG1lk?start=70&end=80,youtu.be/eKFbKpSfddE?start=25&end=35,youtu.be/7awbfTNKjWc?start=30&end=40,youtu.be/IGBRNQ9-9r0?start=250&end=260,youtu.be/APYR7TeoGCQ?start=30&end=40,youtu.be/yRzTXFjC-Hw?start=50&end=60,,,,,,,,,,,,,,,,,,,,
/m/02mk9,Engine,"The sound of a machine designed to produce mechanical energy. Combustion engines burn a fuel to create heat, which then creates a force. Electric motors convert electrical energy into mechanical motion. Other classes of engines include pneumatic motors and clockwork motors.",http://en.wikipedia.org/wiki/Engine,/t/dd00065,/t/dd00066,/t/dd00067,/m/04229,/m/01h82_,/t/dd00130,/m/07pb8fc,/m/07q2z82,,,,,,,youtu.be/rD1XBW018e4?start=120&end=130,youtu.be/21Hv4dPd-5c?start=21&end=31,youtu.be/1OulOUPg7-8?start=3&end=13,youtu.be/DgyFll5DJeQ?start=30&end=40,youtu.be/ETVA-wrKgtA?start=120&end=130,youtu.be/33eq2a2BeZI?start=30&end=40,youtu.be/V0CRYp34c2k?start=30&end=40,youtu.be/fO250kjXV7U?start=20&end=30,,,,,,,,,,,,,,,,,,,,
/t/dd00065,Light engine (high frequency),"The sound of a small engine such as a toy car, sewing machine, or moped.",,/m/08j51y,/m/01yg9g,/m/01j4z9,,,,,,,,,,,,youtu.be/i69icWu7vgM?start=120&end=130,youtu.be/_yFwVTg-V-M?start=10&end=20,youtu.be/Bt-h7IczpuM?start=40&end=50,youtu.be/5xiXwDn7eJ8?start=80&end=90,youtu.be/HI7BKGzGerc?start=190&end=200,youtu.be/SaUTCeOPdUQ?start=50&end=60,youtu.be/Lzec-fG2xwI?start=520&end=530,youtu.be/ki9Mnrelw5s?start=360&end=370,,,,,,,,,,,,,,,,,,,,
/m/08j51y,"Dental drill, dentist's drill","The sound of a small, high-speed drill used during dental procedures, usually to remove decay and shape tooth structure prior to the insertion of a filling or crown.",http://en.wikipedia.org/wiki/Dental_drill,,,,,,,,,,,,,,,youtu.be/Z5I3qUNg8Xg?start=280&end=290,youtu.be/52sTvbwi7Mg?start=130&end=140,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/01yg9g,Lawn mower,"The sound of a machine utilizing one or more revolving blades to cut grass, powered by an electric motor, a small internal combustion engine, or by a human pushing the machine.",http://en.wikipedia.org/wiki/Lawn_mower,,,,,,,,,,,,,,,youtu.be/095CdSbYrFc?start=30&end=40,youtu.be/CPjttawNaII?start=50&end=60,youtu.be/zj_gAYMxfQ8?start=20&end=30,youtu.be/LB4w_fc8F-A?start=60&end=70,youtu.be/16d3D1AWFu8?start=20&end=30,youtu.be/UM5xPbgiDbs?start=60&end=70,,,,,,,,,,,,,,,,,,,,,,
/m/01j4z9,Chainsaw,The sound of a portable mechanical saw which cuts with a set of teeth attached to a rotating chain. Chainsaws are commonly powered by a small two-stroke internal combustion engine.,http://en.wikipedia.org/wiki/Chainsaw,,,,,,,,,,,,,,,youtu.be/uFenFl01Eu8?start=360&end=370,youtu.be/8yBGrAo62iQ?start=70&end=80,youtu.be/-RNbb1ZTu8Y?start=30&end=40,youtu.be/HZ69dl6yTYM?start=90&end=100,youtu.be/Ae6pZjdGfRY?start=30&end=40,youtu.be/vRa8ncJ-Zrw?start=230&end=240,youtu.be/iWOlAJb2ogg?start=30&end=40,youtu.be/CDm5VBH6nL4?start=30&end=40,,,,,,,,,,,,,,,,,,,,
/t/dd00066,Medium engine (mid frequency),"The sound of a moderately-sized engine such as that which powers a motorcycle, sedan, or small truck.",,,,,,,,,,,,,,,,youtu.be/1uTnWkTP9a0?start=24&end=34,youtu.be/2zsjLiSNK0Q?start=30&end=40,youtu.be/s0irKAYCfOE?start=30&end=40,youtu.be/6Pv8cptxmaI?start=17&end=27,youtu.be/2aQWtSZafxA?start=30&end=40,youtu.be/0Xny2kBTr1U?start=340&end=350,youtu.be/BrGwC9j8gZg?start=30&end=40,,,,,,,,,,,,,,,,,,,,,
/t/dd00067,Heavy engine (low frequency),"The sound of a large, heavy-duty internal combustion engine, such as that which powers a large truck, locomotive, or ship.  Jet engines, steam engines, rocket engines etc. are excluded.",,,,,,,,,,,,,,,,youtu.be/-TBHymyAbCs?start=30&end=40,youtu.be/-TFvKCs-Nlc?start=30&end=40,youtu.be/QkBBROJPasI?start=30&end=40,youtu.be/-kXfIGe5I8Y?start=28&end=38,youtu.be/-olpPhZLSWI?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,
/m/01h82_,Engine knocking,"A metallic ""pinging"" sound caused by a malfunctioning spark-ignited internal combustion engine. Engine knocking indicates that the combustion of the air/fuel mixture in the cylinder is occurring at the wrong point in the piston's stroke.",http://en.wikipedia.org/wiki/Engine_knocking,,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/t/dd00130,Engine starting,"The sound of an engine starting from rest, which may involve a specific starter mechanism (as in a standard car).",,,,,,,,,,,,,,,,youtu.be/6O2fJUnSxnE?start=30&end=40,youtu.be/4fl09vJXgH4?start=30&end=40,youtu.be/tRl0-Q0ZJZI?start=18&end=28,youtu.be/AnpUWRakgmE?start=150&end=160,youtu.be/BEKB0WKczpg?start=15&end=25,,,,,,,,,,,,,,,,,,,,,,,
/m/07pb8fc,Idling,The sound of an engine (typically in an automobile) running without any load and at minimal RPM.,http://wordnetweb.princeton.edu/perl/webwn?s=idling,,,,,,,,,,,,,,,youtu.be/-QN2auumfOI?start=30&end=40,youtu.be/BJb9Idgq_xo?start=30&end=40,youtu.be/1E8u66vm870?start=20&end=30,youtu.be/9H_aqeYUlak?start=17&end=27,youtu.be/--lKwp2nVm0?start=30&end=40,youtu.be/90oHXiTbKGU?start=30&end=40,youtu.be/7t2M6fwsvzs?start=510&end=520,youtu.be/73Vz2uj8iKY?start=300&end=310,,,,,,,,,,,,,,,,,,,,
/m/07q2z82,"Accelerating, revving, vroom","The sound made by the engine of a vehicle undergoing acceleration, usually involving an increase in loudness and a rising pitch.",http://wordnetweb.princeton.edu/perl/webwn?s=accelerating,,,,,,,,,,,,,,,youtu.be/FkyO6R1Frgw?start=30&end=40,youtu.be/bU-KxtzE1CA?start=30&end=40,youtu.be/gif5KpUlVT0?start=90&end=100,youtu.be/HxiEFMumhHY?start=28&end=38,youtu.be/M4f5MMdu4mY?start=30&end=40,youtu.be/1NGdiCVV7iM?start=30&end=40,youtu.be/Y7nMy5Ei_2A?start=10&end=20,youtu.be/x2mQVZ3NpG0?start=30&end=40,,,,,,,,,,,,,,,,,,,,
/t/dd00071,"Domestic sounds, home sounds",Sounds that suggest they have been recorded in the home.,,/m/02dgv,/m/0642b4,/m/0fqfqc,/m/04brg2,/m/023pjk,/m/07pn_8q,/m/0dxrf,/m/0fx9l,/m/02pjr4,blacklist,/g/11b630rrvh,/m/02jz0l,/m/0130jx,/m/03dnzn,,,,,,,,,,,,,,/m/03wvsk,/m/01jt3m,/m/012xff,/m/0d31p,/m/01s0vc,/m/0zmy2j9,/m/03v3yw,/m/0242l,/m/05mxj0q,/m/01lsmm,/m/02g901,/m/05rj2,,/m/0316dw,/m/081rb
/m/02dgv,Door,Sounds of a moving structure used to open or close an entrance to an enclosed space such as a building or vehicle.,http://en.wikipedia.org/wiki/Door,/m/03wwcy,/m/02y_763,/m/07rjzl8,/m/07r4wb8,/m/07qcpgn,/m/07q6cd_,,,,,,,,,youtu.be/yM25TgQQ6Ug?start=30&end=40,youtu.be/XPZnacpWtGI?start=100&end=110,youtu.be/OcDE75D-O9k?start=230&end=240,youtu.be/HMp3VHakVKw?start=30&end=40,youtu.be/kKhnHNY2eqs?start=18&end=28,youtu.be/8nPjSFqIIoo?start=200&end=210,youtu.be/nzPQjQppcjc?start=30&end=40,,,,,,,,,,,,,,,,,,,,,
/m/03wwcy,Doorbell,The sound of a signaling device typically placed near a building's entrance with which a visitor can announce their presence to occupants.,http://en.wikipedia.org/wiki/Doorbell,/m/07r67yg,,,,,,,,,,,,,,youtu.be/_oiZ9F6EVtw?start=130&end=140,youtu.be/2NV5jIsXl0g?start=2&end=12,youtu.be/-DoFDKsAOo4?start=30&end=40,youtu.be/JvgYGGBGZpM?start=30&end=40,youtu.be/hqCL8MieXp8?start=20&end=30,,,,,,,,,,,,,,,,,,,,,,,
/m/07r67yg,Ding-dong,A multi-tone chime made by a doorbell.,http://wordnetweb.princeton.edu/perl/webwn?s=ding-dong,,,,,,,,,,,,,,,youtu.be/bVvJzXMLaS8?start=20&end=30,youtu.be/mP0zSmVOMNE?start=1&end=11,youtu.be/pNoFoH57fOg?start=210&end=220,,,,,,,,,,,,,,,,,,,,,,,,,
/m/02y_763,Sliding door,"The sound of a type of door which opens horizontally by sliding, usually parallel to a wall.",http://en.wikipedia.org/wiki/Sliding_door,,,,,,,,,,,,,,,youtu.be/Fs462T7ODUQ?start=30&end=40,youtu.be/49thYHlXkSA?start=21&end=31,youtu.be/bH_4hTLhZi4?start=30&end=40,youtu.be/HeUnxmbKYqc?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,
/m/07rjzl8,Slam,The sound of a door or other hinged cover being closed violently.,http://wordnetweb.princeton.edu/perl/webwn?s=slam,,,,,,,,,,,,,,,youtu.be/0W4KKR9sUIo?start=50&end=60,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/07r4wb8,Knock,"A sharp noise of a rigid surface being struck, usually without damage and deliberately, most often with the knuckles of the hand.",http://wordnetweb.princeton.edu/perl/webwn?s=knock,,,,,,,,,,,,,,,youtu.be/bWppskIvs40?start=30&end=40,youtu.be/qhR8NGj4QJU?start=10&end=20,youtu.be/Lc17Q6sGH48?start=120&end=130,youtu.be/-OsX9u6oJw8?start=40&end=50,youtu.be/ZQ0OfMZRPGM?start=10&end=20,youtu.be/TIjqdHhg6n0?start=220&end=230,,,,,,,,,,,,,,,,,,,,,,
/m/07qcpgn,Tap,"The sound of a light collision between a rigid object and a rigid surface, for instance to deliberately attract attention.",http://wordnetweb.princeton.edu/perl/webwn?s=tap,,,,,,,,,,,,,,,youtu.be/DOG1JX-hIC8?start=30&end=40,youtu.be/EcMb6OIRnWQ?start=30&end=40,youtu.be/-WwGFIPH6us?start=30&end=40,youtu.be/lII65O5C_H0?start=400&end=410,youtu.be/ch4_bbDOKMc?start=30&end=40,youtu.be/CbeZxCPsS2w?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,
/m/07q6cd_,Squeak,"A short, high-pitched noise without a sharp attack.",http://wordnetweb.princeton.edu/perl/webwn?s=squeak,,,,,,,,,,,,,,,youtu.be/sS9j4nxxw4c?start=30&end=40,youtu.be/4YPpyKEKZzc?start=350&end=360,youtu.be/z_iUAQCVLwo?start=130&end=140,youtu.be/l9kNnBvzQyE?start=170&end=180,youtu.be/7v51jrS0aWw?start=80&end=90,youtu.be/VKhsmuzuwSA?start=460&end=470,youtu.be/-2XJTklj-Y0?start=30&end=40,youtu.be/0K8CacUc7bc?start=260&end=270,youtu.be/UD0pisqyLKA?start=40&end=50,,,,,,,,,,,,,,,,,,,
/m/0642b4,Cupboard open or close,The sound of the door to a storage cabinet being opened or closed.,http://en.wikipedia.org/wiki/Cupboard,,,,,,,,,,,,,,,youtu.be/zdA3_n7rbVA?start=350&end=360,youtu.be/f-4xmt1Ny_A?start=20&end=30,youtu.be/VY4Z_VyHQx8?start=440&end=450,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0fqfqc,Drawer open or close,The sound of the opening or closing of a box-shaped container that fits into a piece of furniture in such a way that it can be drawn out horizontally to reach its contents.,http://en.wikipedia.org/wiki/Drawer_(furniture),,,,,,,,,,,,,,,youtu.be/CR3HqozYwos?start=130&end=140,youtu.be/w3vWTE4U-C0?start=280&end=290,youtu.be/RYyqlQusoWk?start=30&end=40,youtu.be/u__XGncVbM4?start=190&end=200,youtu.be/zNG3JJY1Gq0?start=430&end=440,,,,,,,,,,,,,,,,,,,,,,,
/m/04brg2,"Dishes, pots, and pans","The sound of non-destructive collisions between plates, dishes, glassware, cooking vessels, and kitchen and eating utensils.",http://en.wikipedia.org/wiki/Tableware,,,,,,,,,,,,,,,youtu.be/5ohCslwvxdw?start=40&end=50,youtu.be/il4kvln-pMk?start=160&end=170,youtu.be/T4EAWRT6XoE?start=110&end=120,youtu.be/T9z7Ju7S7rs?start=70&end=80,youtu.be/i34M-tBZLtA?start=480&end=490,youtu.be/It7mU9zMI4w?start=80&end=90,youtu.be/1X3ab9ycVL0?start=180&end=190,youtu.be/uA_0qDi-_a0?start=350&end=360,,,,,,,,,,,,,,,,,,,,
/m/023pjk,"Cutlery, silverware","The sounds of hand implements such as knife, fork, and spoon, that are typically made of steel and are used in preparing, serving, and eating food in the Western world.",http://en.wikipedia.org/wiki/Cutlery,,,,,,,,,,,,,,,youtu.be/-MhcTz7hPIE?start=210&end=220,youtu.be/2osey_ew_Kw?start=80&end=90,youtu.be/3jSNHT62tAc?start=2&end=12,youtu.be/4dG_VyOjAqc?start=200&end=210,,,,,,,,,,,,,,,,,,,,,,,,
/m/07pn_8q,Chopping (food),The sound of cutting ingredients into pieces with a knife or similar blade tool.,http://wordnetweb.princeton.edu/perl/webwn?s=chop,,,,,,,,,,,,,,,youtu.be/_BETXRVC4bs?start=30&end=40,youtu.be/AGjDiJ4mfYY?start=25&end=35,youtu.be/EtvVawYx2pc?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0dxrf,Frying (food),The sound of cooking food in oil or another fat.,http://en.wikipedia.org/wiki/Frying,,,,,,,,,,,,,,,youtu.be/KP-sFwyyi2k?start=160&end=170,youtu.be/N_0XMZaUHtE?start=510&end=520,youtu.be/OQYqCbdDWFc?start=50&end=60,youtu.be/HJRCxcMFOMk?start=290&end=300,youtu.be/zCghjBsfJEc?start=30&end=40,youtu.be/yGx08kFWCSE?start=100&end=110,youtu.be/g765TOvaIcY?start=140&end=150,youtu.be/CrIC2a3X1Y0?start=100&end=110,,,,,,,,,,,,,,,,,,,,
/m/0fx9l,Microwave oven,"Sounds made by a kitchen appliance that heats food by exposing it to microwave radiation, including the noise of the fan, rotation mechanism, and microwave source, as well as the alert sound used to indicate that cooking is complete.",http://en.wikipedia.org/wiki/Microwave_oven,,,,,,,,,,,,,,,youtu.be/bvMxz7Rmvus?start=110&end=120,youtu.be/gxPVEluTzWg?start=130&end=140,youtu.be/l0AcPKfa5hY?start=19&end=29,youtu.be/ZusvtL69US0?start=60&end=70,youtu.be/vHuPSThm1Hs?start=50&end=60,youtu.be/JQsWiBWEQlc?start=470&end=480,youtu.be/jPlFLbfXfWc?start=140&end=150,youtu.be/OGRxucs06r8?start=280&end=290,,,,,,,,,,,,,,,,,,,,
/m/02pjr4,Blender,"The sound of a kitchen and laboratory appliance used to mix, purée, or emulsify food and other substances, usually by means of metal blades at the base of a container spun rapidly by an electric motor.",http://en.wikipedia.org/wiki/Blender,,,,,,,,,,,,,,,youtu.be/VGgQ2zyaClY?start=30&end=40,youtu.be/DptBcsuywGc?start=90&end=100,youtu.be/Uqj2GGPVo2E?start=420&end=430,youtu.be/-ghB9TOCBR8?start=50&end=60,youtu.be/FOUjOK2AZ30?start=550&end=560,youtu.be/CcUoNeNvHOc?start=260&end=270,youtu.be/pSyQDrAA9sg?start=140&end=150,youtu.be/ATI2Fz0g4yk?start=3&end=13,youtu.be/JZq60-sNsEY?start=290&end=300,,,,,,,,,,,,,,,,,,,
/g/11b630rrvh,Kettle whistle,"The high-pitched sound of a whistle attached to the spout of an appliance for boiling water.  When the water boils, steam is forced through the whistle, alerting users that boiling is complete.",,,,,,,,,,,,,,,,youtu.be/5n1i0WeteUk?start=80&end=90,youtu.be/Zo5WbFdzMKY?start=220&end=230,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/02jz0l,"Water tap, faucet","The sound of a hand-operated valve controlling the release of water, for instance as fitted to a sink or bath, and the resulting water flow.",http://en.wikipedia.org/wiki/Tap_(valve),,,,,,,,,,,,,,,youtu.be/-VvftMHnhLA?start=30&end=40,youtu.be/iED4FnsSrt4?start=40&end=50,youtu.be/ApyWX6Zstno?start=30&end=40,youtu.be/5Ms9SsvnVIQ?start=80&end=90,youtu.be/K23jUY6DnrE?start=390&end=400,youtu.be/ixFsIj_CcN4?start=330&end=340,youtu.be/Uu7u_EcCIXg?start=400&end=410,,,,,,,,,,,,,,,,,,,,,
/m/0130jx,Sink (filling or washing),"Sounds originating from a bowl-shaped plumbing fixture that stores and drains water and that is used for washing hands, dishwashing, and other purposes.",http://en.wikipedia.org/wiki/Sink,,,,,,,,,,,,,,,youtu.be/p4HKDsrHt80?start=310&end=320,youtu.be/O4_OKqnPKU8?start=1&end=11,youtu.be/IZpgE9_0SKw?start=70&end=80,youtu.be/8kffb_v6MG0?start=90&end=100,youtu.be/csNTcYADSIQ?start=90&end=100,youtu.be/27NlyHgiaPw?start=120&end=130,,,,,,,,,,,,,,,,,,,,,,
/m/03dnzn,Bathtub (filling or washing),Sounds originating from a large container for holding water in which a person may bathe.,http://en.wikipedia.org/wiki/Bathtub,,,,,,,,,,,,,,,youtu.be/J3YxLTjCXt8?start=60&end=70,youtu.be/9uSqapjvYrg?start=420&end=430,youtu.be/NrqUBYJB1_w?start=100&end=110,youtu.be/i8TgI5kv5AE?start=240&end=250,,,,,,,,,,,,,,,,,,,,,,,,
/m/03wvsk,Hair dryer,"The sound of an electromechanical device designed to blow normal or hot air over damp hair, in order to dry the hair.",http://en.wikipedia.org/wiki/Hair_dryer,,,,,,,,,,,,,,,youtu.be/ezfz-icEVek?start=520&end=530,youtu.be/HbKbkTkvOL0?start=180&end=190,youtu.be/jwGfwbsF4c4?start=30&end=40,youtu.be/IsGRLS6yPuE?start=500&end=510,,,,,,,,,,,,,,,,,,,,,,,,
/m/01jt3m,Toilet flush,The sound of a toilet flushing water along with any waste through a drainpipe.,http://en.wikipedia.org/wiki/Flush_toilet,,,,,,,,,,,,,,,youtu.be/DZa-AIhRZDM?start=40&end=50,youtu.be/wmkFfxfOHLA?start=120&end=130,youtu.be/P3VT_FsOCW8?start=270&end=280,youtu.be/sQEk9hRHvqQ?start=30&end=40,youtu.be/kWpxOCSDKsw?start=10&end=20,youtu.be/rw7A8gr2nms?start=30&end=40,youtu.be/7UynE2aCvIQ?start=20&end=30,youtu.be/uGfdRA5derI?start=20&end=30,,,,,,,,,,,,,,,,,,,,
/m/012xff,Toothbrush,Sounds of an instrument used to clean the teeth and gums consisting of a head of tightly clustered bristles mounted on a handle.,http://en.wikipedia.org/wiki/Toothbrush,/m/04fgwm,,,,,,,,,,,,,,youtu.be/JKX35FOb76Q?start=220&end=230,youtu.be/WQBVIFHMJ40?start=50&end=60,youtu.be/BpDu70Sa6qo?start=50&end=60,youtu.be/bnjY4k3Pk5Y?start=20&end=30,youtu.be/1BXaCy0ox3c?start=280&end=290,youtu.be/AyA6zrWfkYY?start=310&end=320,youtu.be/Gt50mgYkDH0?start=100&end=110,,,,,,,,,,,,,,,,,,,,,
/m/04fgwm,Electric toothbrush,"The sound of a toothbrush that makes rapid, automatic bristle motions driven by an electric motor in order to clean teeth.",http://en.wikipedia.org/wiki/Electric_toothbrush,,,,,,,,,,,,,,,youtu.be/dm0tSDrMGUA?start=360&end=370,youtu.be/WG08A74Cnf4?start=70&end=80,youtu.be/mV8WUIvEKk0?start=16&end=26,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0d31p,Vacuum cleaner,"The sound of a device that uses an air pump to create a partial vacuum to suck up dust and dirt, usually from floors and other surfaces such as upholstery and draperies.",http://en.wikipedia.org/wiki/Vacuum_cleaner,,,,,,,,,,,,,,,youtu.be/zPyYpAWVarc?start=150&end=160,youtu.be/zmIwBvOXJXQ?start=130&end=140,youtu.be/CgtYVinJPa8?start=290&end=300,youtu.be/Qyolp0Qf9Nc?start=140&end=150,youtu.be/cP-OvBQ5RmA?start=30&end=40,youtu.be/QVZKgL4EORQ?start=220&end=230,youtu.be/7HXiTVCIiQM?start=180&end=190,,,,,,,,,,,,,,,,,,,,,
/m/01s0vc,Zipper (clothing),"The sound of a device consisting of two rows of small interlocking teeth for binding the edges of an opening of fabric or other flexible material, like on a garment or a bag.",http://en.wikipedia.org/wiki/Zipper,,,,,,,,,,,,,,,youtu.be/0XX0K_HNflo?start=30&end=40,youtu.be/39sSIF_5oiA?start=30&end=40,youtu.be/zjeigOmIz7U?start=30&end=40,youtu.be/mpJolOCZ-_E?start=30&end=40,youtu.be/t1APkUsoNhg?start=18&end=28,youtu.be/kckdevn05rM?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,
/m/0zmy2j9,"Velcro, hook and loop fastener","Sounds of fasteners typically consisting of two lineal fabric strips, one featuring tiny hooks, the second consisting of even smaller and ""hairier"" loops.",http://en.wikipedia.org/wiki/Hook_and_loop_fastener,,,,,,,,,,,,,,,youtu.be/i6_BUnSbcmg?start=380&end=390,youtu.be/nawwAJZQfzU?start=21&end=31,youtu.be/BqtXSwmi4o0?start=170&end=180,youtu.be/Sc-fSFNSfkg?start=30&end=40,youtu.be/Qe6J61XXTZw?start=30&end=40,youtu.be/3ej1cmiQYGM?start=24&end=34,,,,,,,,,,,,,,,,,,,,,,
/m/03v3yw,Keys jangling,"Sounds made by the mutual collision of small pieces of metal, which are often linked on a ring, used to operate locks.",http://en.wikipedia.org/wiki/Key_(lock),,,,,,,,,,,,,,,youtu.be/eHHBXazWbpc?start=180&end=190,youtu.be/EMtKMP3HVs0?start=280&end=290,youtu.be/4zEv7RY2kTg?start=20&end=30,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0242l,Coin (dropping),"The sound of a small, flat, round piece of hard material such as metal or plastic colliding with or bouncing on a hard surface.",http://en.wikipedia.org/wiki/Coin,,,,,,,,,,,,,,,youtu.be/LT0udusisI4?start=570&end=580,youtu.be/_-u7RBpA2_Y?start=40&end=50,youtu.be/yZDtVd414io?start=20&end=30,youtu.be/beZ5vqRqO5U?start=220&end=230,youtu.be/D6_LkeTx4uE?start=350&end=360,youtu.be/KRfb-rFWqZk?start=50&end=60,,,,,,,,,,,,,,,,,,,,,,
/m/05mxj0q,"Packing tape, duct tape",Sounds associated with self-adhesive tape from wide rolls used to seal cardboard boxes and other temporary attachments. Specifically includes the distinctive noise of the tape being dispensed from a roll.,http://en.wikipedia.org/wiki/Box-sealing_tape,,,,,,,,,,,,,,,youtu.be/30gm0gZpYrw?start=90&end=100,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/01lsmm,Scissors,The sound of hand-operated shearing tools consisting of a pair of metal blades pivoted so that the sharpened edges slide against each other when the handles opposite to the pivot are closed.,http://en.wikipedia.org/wiki/Scissors,,,,,,,,,,,,,,,youtu.be/HDZ2_fLVZm0?start=30&end=40,youtu.be/orxEbCkwH9M?start=320&end=330,youtu.be/pbwT9PIfJcU?start=300&end=310,youtu.be/1hba9jmspEQ?start=30&end=40,youtu.be/l2LSwFtqGKk?start=470&end=480,youtu.be/3hBvEDX7Q8k?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,
